pickup_hour,zone_id,trips,hour_of_week,mean,std,z
2024-01-20 19:00:00,145,12,139,3.5555555555555554,1.7069212773041351,4.947178617271307
2024-01-22 07:00:00,76,9,7,3.2857142857142856,1.1605769149479943,4.92365963917331
2024-01-15 03:00:00,114,9,3,3.5,1.118033988749895,4.919349550499537
2024-01-03 16:00:00,45,19,64,9.222222222222221,1.9876159799998132,4.919349550499537
2024-01-14 23:00:00,90,93,167,39.44444444444444,10.945431427577557,4.8929597622456145
2024-01-05 10:00:00,24,39,106,19.11111111111111,4.067334492827361,4.8899073641379704
2024-01-20 20:00:00,145,11,140,3.125,1.6153559979150107,4.875086364965062
2024-01-17 02:00:00,132,63,50,9.0,11.115554667022044,4.858057165622944
2024-01-25 10:00:00,61,8,82,2.8333333333333335,1.0671873729054748,4.841386618546787
2024-01-01 04:00:00,226,8,4,2.6666666666666665,1.1055415967851334,4.824181513244218
2024-01-15 02:00:00,141,17,2,5.25,2.436698586202241,4.822098254800225
2024-01-04 20:00:00,152,13,92,3.375,1.996089927833914,4.821927041355651
2024-01-15 02:00:00,170,15,2,4.5,2.179449471770337,4.817730411281796
2024-01-02 05:00:00,132,128,29,58.375,14.456291882775473,4.816241991001682
2024-01-05 09:00:00,100,112,105,72.22222222222223,8.270130695968177,4.8098124733591066
